agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	well_depth_va	hole_depth_va
USGS	423239089012101	RO-01/12E/13-0490	42.54418080	-89.02260999	S	NAD83	 810.00	5	NGVD29	149	149
USGS	423240088545401	RO-01/13E/14-0221	42.54445926	-88.91510790	F	NAD83	 921.00	5.	NGVD29	155	155
USGS	423240089394001	GN-01/07E/22-0116	42.54445390	-89.66123060	F	NAD83	 901.39	.1	NGVD29		11.0
USGS	423241087490201	KE-01/23E/18-0286	42.54474270	-87.81729590	F	NAD83	 600.00	5	NGVD29	1065	1065
USGS	423243089115301	RO-01/11E/16-0303	42.54528968	-89.19816880	F	NAD83	 845.00	5.	NGVD29	78.0	78.0
USGS	423244087492801	KE-01/23E/18-0073	42.54557599	-87.82451840	F	NAD83	 618.00	5	NGVD29	100	100
USGS	423244087570101	KE-01/22E/18-0066	42.54557520	-87.95035689	F	NAD83	 695.00	5	NGVD29	175	175
USGS	423244088081401	KE-01/20E/16-0322	42.54557428	-88.13730850	S	NAD83	 780.00	5	NGVD29		
USGS	423244088220401	WW-01/18E/21-0098	42.54557330	-88.36787230	F	NAD83	 885.00	5	NGVD29	197	197
USGS	423244088352301	WW-01/16E/15-0084	42.54557220	-88.58982330	M	NAD83	 970.00	75	NGVD29	138	170
USGS	423245088334601	WW-01/16E/14-0073	42.54585016	-88.56287820	M	NAD83				155	155
USGS	423245089124101	LF-01/02E/23-0060	42.54583640	-90.21151530	F	NAD83	 1081.50	5	NGVD29	275	280
USGS	423246088353501	WW-01/16E/15-0063	42.54612770	-88.59315670	F	NAD83	 1050.00	  5	NGVD29	138	138
USGS	423248087492701	KE-01/23E/18-0080	42.54668709	-87.82424060	F	NAD83	 617.00	5	NGVD29	845	845
USGS	423248087533201	KE-01/22E/15-0063	42.54668668	-87.89229900	F	NAD83	 683.00	5	NGVD29	45.0	45.0
USGS	423248088063101	KE-01/20E/14-0331	42.54668550	-88.10869640	S	NAD83	 794.00	5	NGVD29		
USGS	423248090142201	LF-01/02E/22-0036	42.54666940	-90.23957110	F	NAD83	 1122.00	5	NGVD29	340	340
USGS	423249088060101	KE-01/20E/14-0143	42.54696330	-88.10036270	F	NAD83	 802.00	5	NGVD29	242	242
USGS	423250088063301	KE-01/20E/15-0313	42.54724106	-88.10925190	S	NAD83	 790.00	5	NGVD29	98.0	98.0
USGS	423250090144001	LF-01/02E/22-0034	42.54722490	-90.24457120	F	NAD83	 1060.00	  5	NGVD29	385	385
USGS	423251088350501	WW-01/16E/15-0064	42.54751665	-88.58482310	T	NAD83	 910.00	 10	NGVD29	212	212
USGS	423251088350801	WW-01/16E/15-0065	42.54751664	-88.58565650	T	NAD83	 930.00	10	NGVD29	175	175
USGS	423253088313001	WW-01/17E/18-0114	42.54807260	-88.52509959	F	NAD83	 898	  5	NGVD29	740	740
USGS	423253088482301	RO-01/14E/14-0076	42.54807078	-88.80649460	F	NAD83	 945.00	2.	NGVD29	234	234
